customer_id,recency,frequency,monetary,monetary_capped,total_quantity,unique_products,avg_order_value,first_purchase,last_purchase,customer_lifetime_days,purchase_frequency_per_month,avg_quantity_per_order,monetary_per_order,product_diversity_ratio,r_score,f_score,m_score,rfm_score,rfm_segment,purchase_frequency_per_month_fixed,is_one_time_customer,cluster,business_segment,dbscan_cluster
12362,3,10,5226.2300000000005,5226.230000000001,2229,201,19.64748120300752,2011-02-17 10:30:00,2011-12-06 15:40:00,292,1.023890784982935,222.9,522.623,0.1124790151091214,5,5,5,15,Top Value,1.023890784982935,0,1,Loyal High-Value Customers,0
12363,110,2,552.0,552.0,408,23,24.0,2011-04-11 13:29:00,2011-08-22 10:18:00,132,0.4511278195488721,204.0,276.0,0.012870733072188,2,2,3,7,Medium Value,0.4511278195488721,0,0,Regular Active Customers,0
12364,8,4,1313.1,1296.468,1506,70,15.448235294117646,2011-08-19 15:24:00,2011-12-02 10:22:00,104,1.1428571428571428,376.5,328.275,0.0391717963066592,5,4,4,13,Top Value,1.1428571428571428,0,0,Regular Active Customers,0
12365,291,2,641.38,578.1825999999996,174,22,29.15363636363636,2011-02-21 13:51:00,2011-02-21 14:04:00,0,60.0,87.0,320.69,0.0123111359820928,1,2,3,6,Low Value,2.0,0,4,Dormant Low-Value Customers,0
12367,4,1,168.9,168.89999999999998,173,11,15.354545454545455,2011-12-05 16:48:00,2011-12-05 16:48:00,0,30.0,173.0,168.9,0.0061555679910464,5,1,1,7,Medium Value,1.0,1,3,New / One-Time Customers,0
12370,51,4,3541.94,3457.79,2352,143,21.33698795180723,2010-12-14 12:58:00,2011-10-19 14:51:00,309,0.3870967741935484,588.0,885.485,0.0800223838836038,3,4,5,12,High Value,0.3870967741935484,0,0,Regular Active Customers,0
12371,45,2,1887.96,1719.6300000000008,591,63,29.96761904761905,2011-10-11 10:43:00,2011-10-26 10:16:00,14,4.0,295.5,943.98,0.0352546166759932,3,2,4,9,Medium Value,2.0,0,0,Regular Active Customers,0
12372,72,3,1298.04,1298.0400000000002,794,34,24.962307692307693,2011-02-16 12:46:00,2011-09-29 12:12:00,224,0.4,264.6666666666667,432.68,0.0190263010632344,3,3,4,10,High Value,0.4,0,0,Regular Active Customers,0
12373,311,1,364.6,364.47,197,14,26.042857142857144,2011-02-01 13:10:00,2011-02-01 13:10:00,0,30.0,197.0,364.6,0.0078343592613318,1,1,2,4,Low Value,1.0,1,4,Dormant Low-Value Customers,0
12374,25,1,742.9300000000001,721.1764,342,33,22.513030303030305,2011-11-14 15:37:00,2011-11-14 15:37:00,0,30.0,342.0,742.9300000000001,0.0184667039731393,4,1,3,8,Medium Value,1.0,1,3,New / One-Time Customers,0
12375,11,2,457.5,454.172,178,14,26.91176470588235,2011-09-02 14:23:00,2011-11-29 10:36:00,87,0.6818181818181819,89.0,228.75,0.0078343592613318,5,2,2,9,Medium Value,0.6818181818181819,0,0,Regular Active Customers,0
12377,315,2,1628.12,1627.512,944,72,21.144415584415587,2010-12-20 09:37:00,2011-01-28 15:45:00,39,1.5,472.0,814.0600000000001,0.0402909904868494,1,2,4,7,Medium Value,1.5,0,4,Dormant Low-Value Customers,0
12378,130,1,4008.62,3984.503,2529,219,18.30420091324201,2011-08-02 10:34:00,2011-08-02 10:34:00,0,30.0,2529.0,4008.62,0.1225517627308338,2,1,5,8,Medium Value,1.0,1,1,Loyal High-Value Customers,0
12379,82,2,852.24,840.072,407,39,21.306,2011-06-22 16:32:00,2011-09-19 10:09:00,88,0.6741573033707865,203.5,426.12,0.0218242865137101,2,2,3,7,Medium Value,0.6741573033707865,0,0,Regular Active Customers,0
12380,22,4,2724.81,2716.248,1127,77,26.200096153846157,2011-06-07 09:49:00,2011-11-18 11:27:00,164,0.7272727272727273,281.75,681.2025,0.0430889759373251,4,4,5,13,Top Value,0.7272727272727273,0,0,Regular Active Customers,0
12381,5,5,1845.31,1707.7100000000005,808,70,21.21045977011494,2011-08-12 09:57:00,2011-12-05 12:44:00,115,1.293103448275862,161.6,369.062,0.0391717963066592,5,4,4,13,Top Value,1.293103448275862,0,0,Regular Active Customers,0
12383,185,5,1850.56,1844.386,1532,84,18.69252525252525,2010-12-22 14:28:00,2011-06-08 08:02:00,167,0.8928571428571429,306.4,370.112,0.047006155567991,1,4,4,9,Medium Value,0.8928571428571429,0,0,Regular Active Customers,0
12384,29,2,585.27,585.2700000000001,126,26,21.676666666666662,2011-08-10 11:23:00,2011-11-11 08:39:00,92,0.6451612903225806,63.0,292.635,0.0145495243424734,4,2,3,9,Medium Value,0.6451612903225806,0,0,Regular Active Customers,0
12386,338,2,401.9,401.576,354,10,40.19,2010-12-08 09:53:00,2011-01-06 12:37:00,29,2.0,177.0,200.95,0.0055959709009513,1,2,2,5,Low Value,2.0,0,4,Dormant Low-Value Customers,0
12388,16,6,2780.6600000000003,2770.7996000000007,1462,57,27.806600000000003,2011-01-17 11:12:00,2011-11-24 12:30:00,311,0.5769230769230769,243.66666666666663,463.4433333333334,0.0318970341354225,4,4,5,13,Top Value,0.5769230769230769,0,0,Regular Active Customers,0
12390,80,1,549.84,545.19,353,32,17.1825,2011-09-21 09:33:00,2011-09-21 09:33:00,0,30.0,353.0,549.84,0.0179071068830442,2,1,3,6,Low Value,1.0,1,3,New / One-Time Customers,0
12391,22,1,439.66,435.5199999999999,293,92,4.72752688172043,2011-11-18 12:07:00,2011-11-18 12:07:00,0,30.0,293.0,439.66,0.0514829322887521,4,1,2,7,Medium Value,1.0,1,3,New / One-Time Customers,0
12393,72,4,1582.6,1524.5769999999998,816,47,24.728125,2011-01-11 09:47:00,2011-09-28 15:41:00,260,0.4597701149425288,204.0,395.65,0.0263010632344711,3,4,4,11,High Value,0.4597701149425288,0,0,Regular Active Customers,0
12394,64,2,1272.48,1251.1808,819,26,47.12888888888889,2011-05-06 14:01:00,2011-10-07 08:08:00,153,0.3896103896103896,409.5,636.24,0.0145495243424734,3,2,4,9,Medium Value,0.3896103896103896,0,0,Regular Active Customers,0
12395,19,12,3018.63,3014.13,2118,91,19.350192307692307,2010-12-03 16:35:00,2011-11-20 15:21:00,351,1.0227272727272727,176.5,251.5525,0.0509233351986569,4,5,5,14,Top Value,1.0227272727272727,0,0,Regular Active Customers,0
12397,36,2,2409.9,2379.9000000000005,1263,110,19.12619047619048,2011-07-27 14:21:00,2011-11-04 09:52:00,99,0.6,631.5,1204.95,0.0615556799104644,3,2,5,10,High Value,0.6,0,0,Regular Active Customers,0
12398,46,1,1635.66,1531.6679999999994,1394,85,19.24305882352941,2011-10-25 10:27:00,2011-10-25 10:27:00,0,30.0,1394.0,1635.66,0.0475657526580861,3,1,4,8,Medium Value,1.0,1,3,New / One-Time Customers,0
12399,119,4,1108.65,1096.6440000000002,1178,47,18.790677966101697,2011-03-23 09:42:00,2011-08-12 13:15:00,142,0.8391608391608392,294.5,277.1625,0.0263010632344711,2,4,4,10,High Value,0.8391608391608392,0,0,Regular Active Customers,0
12401,303,1,84.3,83.994,11,5,16.86,2011-02-09 13:50:00,2011-02-09 13:50:00,0,30.0,11.0,84.3,0.0027979854504756,1,1,1,3,Low Value,1.0,1,4,Dormant Low-Value Customers,0
12402,323,1,225.6,225.06,94,11,20.50909090909091,2011-01-20 13:49:00,2011-01-20 13:49:00,0,30.0,94.0,225.6,0.0061555679910464,1,1,1,3,Low Value,1.0,1,4,Dormant Low-Value Customers,0
12403,50,1,427.7,426.372,96,5,85.53999999999999,2011-10-21 10:51:00,2011-10-21 10:51:00,0,30.0,96.0,427.7,0.0027979854504756,3,1,2,6,Low Value,1.0,1,3,New / One-Time Customers,0
12405,149,1,1710.39,1582.925,857,54,31.67388888888889,2011-07-14 08:52:00,2011-07-14 08:52:00,0,30.0,857.0,1710.39,0.0302182428651371,2,1,4,7,Medium Value,1.0,1,3,New / One-Time Customers,0
12406,22,2,3415.3,3369.9000000000005,1818,92,32.52666666666667,2011-06-09 10:23:00,2011-11-17 19:22:00,161,0.3703703703703703,909.0,1707.65,0.0514829322887521,4,2,5,11,High Value,0.3703703703703703,0,0,Regular Active Customers,0
12407,50,5,1708.12,1705.8703999999996,1416,57,22.18337662337662,2011-03-20 13:21:00,2011-10-21 10:11:00,214,0.6976744186046512,283.2,341.624,0.0318970341354225,3,4,4,11,High Value,0.6976744186046512,0,0,Regular Active Customers,0
12408,33,5,2888.55,2887.206,1409,81,27.51,2011-03-24 14:46:00,2011-11-07 12:27:00,227,0.6578947368421053,281.8,577.71,0.0453273642977056,4,4,5,13,Top Value,0.6578947368421053,0,0,Regular Active Customers,0
12409,79,3,11072.67,11042.67,5551,91,101.58412844036695,2011-06-10 12:19:00,2011-09-22 10:38:00,103,0.8653846153846153,1850.3333333333333,3690.89,0.0509233351986569,2,3,5,10,High Value,0.8653846153846153,0,0,Regular Active Customers,0
12410,309,2,693.33,663.23,211,26,26.66653846153846,2011-02-04 10:38:00,2011-02-04 10:39:00,0,60.0,105.5,346.665,0.0145495243424734,1,2,3,6,Low Value,2.0,0,4,Dormant Low-Value Customers,0
12412,75,3,1226.88,1226.592,829,43,20.112786885245903,2011-06-23 13:51:00,2011-09-26 10:16:00,94,0.9473684210526316,276.3333333333333,408.96,0.0240626748740906,2,3,4,9,Medium Value,0.9473684210526316,0,0,Regular Active Customers,0
12413,67,3,758.1,755.7690000000001,286,29,19.95,2011-01-06 16:12:00,2011-10-04 09:00:00,270,0.3321033210332103,95.33333333333331,252.7,0.0162283156127588,3,3,3,9,Medium Value,0.3321033210332103,0,0,Regular Active Customers,0
12414,217,3,562.4100000000001,559.146,300,16,31.245000000000005,2011-02-02 14:51:00,2011-05-06 14:51:00,93,0.9574468085106383,100.0,187.47000000000003,0.0089535534415221,1,3,3,7,Medium Value,0.9574468085106383,0,0,Regular Active Customers,0
12415,24,21,124914.53,123552.13,77374,444,174.95032212885152,2011-01-06 11:12:00,2011-11-15 14:22:00,313,2.006369426751592,3684.4761904761904,5948.310952380953,0.2484611080022384,4,5,5,14,Top Value,2.006369426751592,0,5,Elite VIP Customers,-1
12417,3,9,3649.1,3624.172,1552,158,19.005729166666665,2010-12-17 11:51:00,2011-12-06 14:52:00,354,0.7605633802816901,172.44444444444446,405.4555555555555,0.0884163402350307,5,5,5,15,Top Value,0.7605633802816901,0,1,Loyal High-Value Customers,0
12418,113,1,668.58,668.58,407,34,19.664117647058823,2011-08-19 11:08:00,2011-08-19 11:08:00,0,30.0,407.0,668.58,0.0190263010632344,2,1,3,6,Low Value,1.0,1,3,New / One-Time Customers,0
12420,64,1,600.39,600.3340000000001,345,29,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,0,30.0,345.0,600.39,0.0162283156127588,3,1,3,7,Medium Value,1.0,1,3,New / One-Time Customers,0
12421,16,4,807.04,807.0400000000001,484,32,17.93422222222222,2011-01-24 15:09:00,2011-11-24 09:07:00,303,0.3947368421052631,121.0,201.76,0.0179071068830442,4,4,3,11,High Value,0.3947368421052631,0,0,Regular Active Customers,0
12422,96,3,803.5600000000001,772.4949999999997,370,39,20.604102564102565,2011-01-19 09:13:00,2011-09-05 09:48:00,229,0.3913043478260869,123.33333333333331,267.8533333333333,0.0218242865137101,2,3,3,8,Medium Value,0.3913043478260869,0,0,Regular Active Customers,0
12423,1,8,1859.31,1858.3308,1339,97,14.87448,2010-12-21 10:54:00,2011-12-09 10:10:00,352,0.6798866855524078,167.375,232.41375,0.0542809177392277,5,5,4,14,Top Value,0.6798866855524078,0,0,Regular Active Customers,0
12424,163,2,1760.96,1716.4855999999995,740,30,58.69866666666667,2011-06-30 12:06:00,2011-06-30 12:06:00,0,60.0,370.0,880.48,0.0167879127028539,2,2,4,8,Medium Value,2.0,0,0,Regular Active Customers,0
12425,78,1,777.2,773.4199999999998,496,36,21.58888888888889,2011-09-22 17:31:00,2011-09-22 17:31:00,0,30.0,496.0,777.2,0.0201454952434247,2,1,3,6,Low Value,1.0,1,3,New / One-Time Customers,0
12426,195,1,582.73,572.116,258,30,19.424333333333333,2011-05-29 12:26:00,2011-05-29 12:26:00,0,30.0,258.0,582.73,0.0167879127028539,1,1,3,5,Low Value,1.0,1,4,Dormant Low-Value Customers,0
12427,22,3,825.8000000000001,825.8000000000001,533,26,26.63870967741936,2010-12-03 10:44:00,2011-11-18 08:56:00,349,0.2571428571428572,177.66666666666666,275.2666666666667,0.0145495243424734,4,3,3,10,High Value,0.2571428571428572,0,0,Regular Active Customers,0
12428,26,9,7956.46,7255.509999999999,3536,258,27.062789115646257,2011-03-01 09:33:00,2011-11-14 08:22:00,257,1.0465116279069768,392.8888888888889,884.0511111111111,0.1443760492445439,4,5,5,14,Top Value,1.0465116279069768,0,1,Loyal High-Value Customers,0
12429,9,4,3750.4,3746.944,1557,82,38.66391752577319,2010-12-09 12:05:00,2011-11-30 17:22:00,356,0.3361344537815126,389.25,937.6,0.0458869613878007,5,4,5,14,Top Value,0.3361344537815126,0,0,Regular Active Customers,0
12430,43,1,256.4,255.62,117,11,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,0,30.0,117.0,256.4,0.0061555679910464,3,1,2,6,Low Value,1.0,1,3,New / One-Time Customers,0
12431,36,15,6419.95,5757.822999999998,2896,163,27.43568376068376,2010-12-01 10:03:00,2011-11-04 11:55:00,338,1.327433628318584,193.06666666666663,427.9966666666666,0.0912143256855064,3,5,5,13,Top Value,1.327433628318584,0,1,Loyal High-Value Customers,0
12432,43,5,5059.32,4596.919999999999,1801,107,46.84555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,129,1.153846153846154,360.2,1011.864,0.059876888640179,3,4,5,12,High Value,1.153846153846154,0,0,Regular Active Customers,0
12433,1,7,13375.87,13133.350000000002,11071,219,31.847309523809525,2010-12-01 13:24:00,2011-12-09 10:02:00,372,0.5630026809651475,1581.571428571429,1910.838571428572,0.1225517627308338,5,5,5,15,Top Value,0.5630026809651475,0,1,Loyal High-Value Customers,0
12434,85,2,806.14,804.8659999999999,394,46,16.122799999999998,2011-03-24 13:05:00,2011-09-16 12:38:00,175,0.3409090909090909,197.0,403.07,0.025741466144376,2,2,3,7,Medium Value,0.3409090909090909,0,0,Regular Active Customers,0
12435,80,2,7829.89,7808.470000000001,2055,31,217.49694444444447,2011-03-17 07:40:00,2011-09-21 09:06:00,188,0.3174603174603174,1027.5,3914.945,0.017347509792949,2,2,5,9,Medium Value,0.3174603174603174,0,0,Regular Active Customers,0
12436,100,1,509.01,504.3675,211,16,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,0,30.0,211.0,509.01,0.0089535534415221,2,1,3,6,Low Value,1.0,1,3,New / One-Time Customers,0
12437,2,18,4951.41,4865.562000000001,2922,118,24.88145728643216,2011-01-12 14:13:00,2011-12-08 11:35:00,329,1.6363636363636365,162.33333333333334,275.0783333333333,0.0660324566312255,5,5,5,15,Top Value,1.6363636363636365,0,1,Loyal High-Value Customers,0
12438,14,2,2906.85,2774.5420000000004,1180,84,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,125,0.4761904761904761,590.0,1453.425,0.047006155567991,4,2,5,11,High Value,0.4761904761904761,0,0,Regular Active Customers,0
12441,367,1,173.55,173.025,121,11,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,0,30.0,121.0,173.55,0.0061555679910464,1,1,1,3,Low Value,1.0,1,4,Dormant Low-Value Customers,0
12442,3,1,172.06,171.84,182,12,14.338333333333331,2011-12-06 14:22:00,2011-12-06 14:22:00,0,30.0,182.0,172.06,0.0067151650811415,5,1,1,7,Medium Value,1.0,1,3,New / One-Time Customers,0
12444,21,5,5005.46,4905.46,1153,138,28.44011363636364,2011-06-21 14:00:00,2011-11-18 13:23:00,149,1.0,230.6,1001.092,0.0772243984331281,4,4,5,13,Top Value,1.0,0,0,Regular Active Customers,0
12445,22,1,133.4,132.62,62,4,33.35,2011-11-17 18:43:00,2011-11-17 18:43:00,0,30.0,62.0,133.4,0.0022383883603805,4,1,1,6,Low Value,1.0,1,3,New / One-Time Customers,0
12446,58,1,1002.31,997.634,351,57,17.584385964912283,2011-10-13 12:50:00,2011-10-13 12:50:00,0,30.0,351.0,1002.31,0.0318970341354225,3,1,4,8,Medium Value,1.0,1,3,New / One-Time Customers,0
12447,243,1,476.49,472.665,190,26,18.326538461538465,2011-04-10 13:25:00,2011-04-10 13:25:00,0,30.0,190.0,476.49,0.0145495243424734,1,1,2,4,Low Value,1.0,1,4,Dormant Low-Value Customers,0
12448,44,1,449.45,445.4600000000001,243,22,20.42954545454545,2011-10-26 13:46:00,2011-10-26 13:46:00,0,30.0,243.0,449.45,0.0123111359820928,3,1,2,6,Low Value,1.0,1,3,New / One-Time Customers,0
12449,22,4,4067.29,3963.49,1553,118,21.294712041884814,2011-06-05 15:37:00,2011-11-17 13:46:00,164,0.7272727272727273,388.25,1016.8225,0.0660324566312255,4,4,5,13,Top Value,0.7272727272727273,0,0,Regular Active Customers,0
12450,156,2,197.88,195.36,128,7,24.735,2011-06-19 14:36:00,2011-07-06 14:41:00,17,3.333333333333333,64.0,98.94,0.0039171796306659,2,2,1,5,Low Value,2.0,0,0,Regular Active Customers,0
12451,11,5,9035.52,8830.079999999998,6575,265,25.52406779661017,2011-01-19 09:05:00,2011-11-29 08:40:00,313,0.4777070063694267,1315.0,1807.104,0.1482932288752098,5,4,5,14,Top Value,0.4777070063694267,0,1,Loyal High-Value Customers,0
12452,17,2,430.5700000000001,423.409,185,21,19.57136363636364,2011-11-23 08:05:00,2011-11-23 10:28:00,0,60.0,92.5,215.28500000000005,0.0117515388919977,4,2,2,8,Medium Value,2.0,0,0,Regular Active Customers,0
12453,134,1,707.09,705.83,473,43,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,0,30.0,473.0,707.09,0.0240626748740906,2,1,3,6,Low Value,1.0,1,3,New / One-Time Customers,0
12454,56,1,3528.34,3520.2900000000004,1006,15,235.22266666666667,2011-10-14 17:13:00,2011-10-14 17:13:00,0,30.0,1006.0,3528.34,0.0083939563514269,3,1,5,9,Medium Value,1.0,1,3,New / One-Time Customers,0
12455,73,6,2466.86,2416.4504,2089,85,27.40955555555556,2011-02-16 09:56:00,2011-09-27 15:31:00,223,0.8035714285714286,348.1666666666667,411.1433333333334,0.0475657526580861,2,4,5,11,High Value,0.8035714285714286,0,0,Regular Active Customers,0
12456,44,3,3181.04,3068.944,1633,105,25.44832,2011-03-30 09:12:00,2011-10-26 14:41:00,210,0.4265402843601896,544.3333333333334,1060.3466666666666,0.0587576944599888,3,3,5,11,High Value,0.4265402843601896,0,0,Regular Active Customers,0
12457,66,7,2363.23,2363.23,843,53,38.11661290322581,2011-04-14 18:57:00,2011-10-04 13:13:00,172,1.213872832369942,120.42857142857144,337.6042857142857,0.0296586457750419,3,5,5,13,Top Value,1.213872832369942,0,0,Regular Active Customers,0
12458,71,2,947.4,947.4,506,35,24.931578947368426,2011-02-28 10:55:00,2011-09-29 15:25:00,213,0.2803738317757009,253.0,473.7,0.0195858981533296,3,2,4,9,Medium Value,0.2803738317757009,0,0,Regular Active Customers,0
12461,94,2,826.88,775.0979999999995,287,35,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,60,0.9836065573770492,143.5,413.44,0.0195858981533296,2,2,3,7,Medium Value,0.9836065573770492,0,0,Regular Active Customers,0
12462,19,2,1189.59,1138.35,536,51,19.186935483870965,2011-02-09 14:44:00,2011-11-21 09:11:00,284,0.2105263157894736,268.0,594.795,0.0285394515948517,4,2,4,10,High Value,0.2105263157894736,0,0,Regular Active Customers,0
12463,53,4,1344.78,1344.7800000000002,776,65,16.202168674698793,2011-04-12 12:47:00,2011-10-17 13:44:00,188,0.6349206349206349,194.0,336.195,0.0363738108561835,3,4,4,11,High Value,0.6349206349206349,0,0,Regular Active Customers,0
12464,10,8,1212.05,1207.864,112,6,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,299,0.8,14.0,151.50625,0.0033575825405707,5,5,4,14,Top Value,0.8,0,0,Regular Active Customers,0
12465,17,2,742.19,737.2220000000001,479,46,15.791276595744682,2011-06-23 13:37:00,2011-11-22 16:34:00,152,0.3921568627450981,239.5,371.095,0.025741466144376,4,2,3,9,Medium Value,0.3921568627450981,0,0,Regular Active Customers,0
12468,188,2,729.54,717.4965000000001,366,36,19.198421052631577,2011-01-27 13:29:00,2011-06-05 11:36:00,128,0.4651162790697674,183.0,364.77,0.0201454952434247,1,2,3,6,Low Value,0.4651162790697674,0,0,Regular Active Customers,0
12471,2,30,19788.65,18592.61,8200,150,43.11252723311547,2010-12-10 09:35:00,2011-12-07 15:43:00,362,2.479338842975207,273.3333333333333,659.6216666666667,0.0839395635142697,5,5,5,15,Top Value,2.479338842975207,0,1,Loyal High-Value Customers,0
12472,32,7,6572.11,6473.551600000001,4148,219,19.386755162241887,2010-12-05 14:19:00,2011-11-07 14:01:00,336,0.6231454005934719,592.5714285714286,938.8728571428572,0.1225517627308338,4,5,5,14,Top Value,0.6231454005934719,0,1,Loyal High-Value Customers,0
12473,29,5,3928.05,3409.330800000002,2414,140,23.521257485029945,2011-06-01 10:15:00,2011-11-10 13:46:00,162,0.920245398773006,482.8,785.61,0.0783435926133184,4,4,5,13,Top Value,0.920245398773006,0,0,Regular Active Customers,0
12474,17,18,7324.09,7307.44,4833,253,17.355663507109004,2011-01-14 10:06:00,2011-11-22 14:39:00,312,1.7252396166134183,268.5,406.8938888888889,0.1415780637940682,4,5,5,14,Top Value,1.7252396166134183,0,1,Loyal High-Value Customers,0
12475,54,1,723.38,721.1749999999998,535,36,20.093888888888888,2011-10-17 10:10:00,2011-10-17 10:10:00,0,30.0,535.0,723.38,0.0201454952434247,3,1,3,7,Medium Value,1.0,1,3,New / One-Time Customers,0
12476,16,11,6816.42,6727.140000000001,2408,177,29.255021459227468,2010-12-13 14:39:00,2011-11-24 12:40:00,345,0.953757225433526,218.9090909090909,619.6745454545454,0.0990486849468382,4,5,5,14,Top Value,0.953757225433526,0,1,Loyal High-Value Customers,0
12477,23,6,13219.74,13073.352,3653,191,44.0658,2011-02-11 12:45:00,2011-11-17 09:51:00,278,0.6451612903225806,608.8333333333334,2203.29,0.1068830442081701,4,4,5,13,Top Value,0.6451612903225806,0,1,Loyal High-Value Customers,0
12478,4,1,680.99,645.64,236,36,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,0,30.0,236.0,680.99,0.0201454952434247,5,1,3,9,Medium Value,1.0,1,3,New / One-Time Customers,0
12479,11,1,527.2,520.1800000000001,385,31,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,0,30.0,385.0,527.2,0.017347509792949,5,1,3,9,Medium Value,1.0,1,3,New / One-Time Customers,0
12480,28,4,3281.63,3089.75,1707,129,21.309285714285718,2011-01-07 15:27:00,2011-11-11 14:52:00,307,0.3896103896103896,426.75,820.4075,0.0721880246222719,4,4,5,13,Top Value,0.3896103896103896,0,0,Regular Active Customers,0
12481,23,10,5579.82,5527.620000000001,3294,150,25.8325,2010-12-09 10:13:00,2011-11-17 08:29:00,342,0.8746355685131195,329.4,557.982,0.0839395635142697,4,5,5,14,Top Value,0.8746355685131195,0,1,Loyal High-Value Customers,0
12483,17,8,2484.98,2455.380000000001,1110,46,33.133066666666664,2011-01-04 14:20:00,2011-11-22 17:02:00,322,0.7430340557275541,138.75,310.6225,0.025741466144376,4,5,5,14,Top Value,0.7430340557275541,0,0,Regular Active Customers,0
12484,33,6,4527.32,4284.8399999999965,2187,256,13.199183673469388,2011-01-07 14:04:00,2011-11-07 11:37:00,303,0.5921052631578948,364.5,754.5533333333333,0.1432568550643536,4,4,5,13,Top Value,0.5921052631578948,0,1,Loyal High-Value Customers,0
