antecedents,consequents,support,confidence,lift
22697 - green regency teacup and saucer,"22699 - roses regency teacup and saucer, 22698 - pink regency teacup and saucer",0.021076523994811934,0.5643994211287989,23.953318551759853
"22699 - roses regency teacup and saucer, 22698 - pink regency teacup and saucer",22697 - green regency teacup and saucer,0.021076523994811934,0.8944954128440368,23.95331855175985
22697 - green regency teacup and saucer,"22423 - regency cakestand 3 tier, 22698 - pink regency teacup and saucer",0.01464548205793342,0.3921852387843705,23.485422842932014
"22423 - regency cakestand 3 tier, 22698 - pink regency teacup and saucer",22697 - green regency teacup and saucer,0.01464548205793342,0.8770226537216829,23.48542284293201
"22423 - regency cakestand 3 tier, 22699 - roses regency teacup and saucer","22697 - green regency teacup and saucer, 22698 - pink regency teacup and saucer",0.012916126242974491,0.569047619047619,22.89055900621118
"22697 - green regency teacup and saucer, 22698 - pink regency teacup and saucer","22423 - regency cakestand 3 tier, 22699 - roses regency teacup and saucer",0.012916126242974491,0.5195652173913043,22.89055900621118
22193 - red diner wall clock,22191 - ivory diner wall clock,0.010808473843493299,0.4807692307692308,22.752311626991933
22191 - ivory diner wall clock,22193 - red diner wall clock,0.010808473843493299,0.5115089514066495,22.75231162699193
22698 - pink regency teacup and saucer,22697 - green regency teacup and saucer,0.024859489840034586,0.8273381294964028,22.154941748482546
22697 - green regency teacup and saucer,22698 - pink regency teacup and saucer,0.024859489840034586,0.6657018813314037,22.154941748482543
22698 - pink regency teacup and saucer,"22423 - regency cakestand 3 tier, 22699 - roses regency teacup and saucer",0.01432122784262862,0.4766187050359712,20.99845837615622
"22423 - regency cakestand 3 tier, 22699 - roses regency teacup and saucer",22698 - pink regency teacup and saucer,0.01432122784262862,0.6309523809523809,20.998458376156215
"22423 - regency cakestand 3 tier, 22698 - pink regency teacup and saucer, 22697 - green regency teacup and saucer",22699 - roses regency teacup and saucer,0.012916126242974491,0.8819188191881918,20.841667727022095
22699 - roses regency teacup and saucer,"22423 - regency cakestand 3 tier, 22698 - pink regency teacup and saucer, 22697 - green regency teacup and saucer",0.012916126242974491,0.3052362707535121,20.841667727022095
"22423 - regency cakestand 3 tier, 22698 - pink regency teacup and saucer",22699 - roses regency teacup and saucer,0.01432122784262862,0.8576051779935275,20.267083286835547
22699 - roses regency teacup and saucer,"22423 - regency cakestand 3 tier, 22698 - pink regency teacup and saucer",0.01432122784262862,0.33844189016602805,20.267083286835543
23343 - jumbo bag vintage christmas,23344 - jumbo bag 50's christmas,0.01324038045827929,0.6363636363636364,20.09432206019237
23344 - jumbo bag 50's christmas,23343 - jumbo bag vintage christmas,0.01324038045827929,0.4180887372013652,20.09432206019237
"22697 - green regency teacup and saucer, 22698 - pink regency teacup and saucer",22699 - roses regency teacup and saucer,0.021076523994811934,0.8478260869565218,20.035982008995504
22699 - roses regency teacup and saucer,"22697 - green regency teacup and saucer, 22698 - pink regency teacup and saucer",0.021076523994811934,0.49808429118773945,20.035982008995504
"22423 - regency cakestand 3 tier, 22699 - roses regency teacup and saucer",22697 - green regency teacup and saucer,0.016861219195849545,0.7428571428571429,19.89266074012818
22697 - green regency teacup and saucer,"22423 - regency cakestand 3 tier, 22699 - roses regency teacup and saucer",0.016861219195849545,0.45151953690303903,19.89266074012818
22866 - hand warmer scotty dog design,22867 - hand warmer bird design,0.01297016861219196,0.5095541401273885,19.89196162218818
22867 - hand warmer bird design,22866 - hand warmer scotty dog design,0.01297016861219196,0.5063291139240507,19.89196162218818
21231 - sweetheart ceramic trinket box,21232 - strawberry ceramic trinket box,0.011132728058798098,0.5406824146981628,19.73330848436845
21232 - strawberry ceramic trinket box,21231 - sweetheart ceramic trinket box,0.011132728058798098,0.40631163708086787,19.73330848436845
22699 - roses regency teacup and saucer,"22423 - regency cakestand 3 tier, 22697 - green regency teacup and saucer",0.016861219195849545,0.39846743295019155,19.714549142541028
"22423 - regency cakestand 3 tier, 22697 - green regency teacup and saucer",22699 - roses regency teacup and saucer,0.016861219195849545,0.8342245989304812,19.714549142541024
22865 - hand warmer owl design,22866 - hand warmer scotty dog design,0.015185905750108085,0.49125874125874125,19.299897554674626
22866 - hand warmer scotty dog design,22865 - hand warmer owl design,0.015185905750108085,0.5966029723991507,19.299897554674622
23203 - jumbo bag doiley patterns,23209 - lunch bag doiley pattern,0.011511024643320364,0.4691629955947137,18.709896703630566
23209 - lunch bag doiley pattern,23203 - jumbo bag doiley patterns,0.011511024643320364,0.45905172413793105,18.709896703630566
22698 - pink regency teacup and saucer,22699 - roses regency teacup and saucer,0.02356247297881539,0.7841726618705036,18.531712560985692
22699 - roses regency teacup and saucer,22698 - pink regency teacup and saucer,0.02356247297881539,0.5568326947637292,18.531712560985692
22697 - green regency teacup and saucer,22699 - roses regency teacup and saucer,0.029236921746649373,0.7829232995658466,18.50218740123426
22699 - roses regency teacup and saucer,22697 - green regency teacup and saucer,0.029236921746649373,0.6909323116219668,18.50218740123426
22627 - mint kitchen scales,22624 - ivory kitchen scales,0.010051880674448769,0.611842105263158,18.260526315789477
22624 - ivory kitchen scales,22627 - mint kitchen scales,0.010051880674448769,0.30000000000000004,18.260526315789477
22865 - hand warmer owl design,22867 - hand warmer bird design,0.014429312581063555,0.46678321678321677,18.22227139948659
22867 - hand warmer bird design,22865 - hand warmer owl design,0.014429312581063555,0.5632911392405063,18.222271399486587
22630 - dolly girl lunch box,22629 - spaceboy lunch box,0.02291396454820579,0.6883116883116883,18.091646989374265
22629 - spaceboy lunch box,22630 - dolly girl lunch box,0.02291396454820579,0.6022727272727273,18.09164698937426
23300 - gardeners kneeling pad cup of tea,23301 - gardeners kneeling pad keep calm,0.025021616947686988,0.7291338582677165,17.846419197600298
23301 - gardeners kneeling pad keep calm,23300 - gardeners kneeling pad cup of tea,0.025021616947686988,0.6124338624338624,17.846419197600298
21080 - set/20 red retrospot paper napkins,21094 - set/6 red spotty paper plates,0.012375702550799826,0.3128415300546448,17.81175283732661
21094 - set/6 red spotty paper plates,21080 - set/20 red retrospot paper napkins,0.012375702550799826,0.7046153846153845,17.811752837326605
22328 - round snack boxes set of 4 fruits,22326 - round snack boxes set of4 woodland,0.014159100734976221,0.5720524017467249,17.790348978019157
22326 - round snack boxes set of4 woodland,22328 - round snack boxes set of 4 fruits,0.014159100734976221,0.44033613445378156,17.790348978019157
20971 - pink blue felt craft trinket box,20972 - pink cream felt craft trinket box,0.012699956766104626,0.5142231947483589,17.78539438434324
20972 - pink cream felt craft trinket box,20971 - pink blue felt craft trinket box,0.012699956766104626,0.4392523364485981,17.78539438434324
22632 - hand warmer red retrospot,22865 - hand warmer owl design,0.010105923043666235,0.5483870967741936,17.74013083690503
22865 - hand warmer owl design,22632 - hand warmer red retrospot,0.010105923043666235,0.3269230769230769,17.74013083690503
23439 - hand warmer red love heart,22865 - hand warmer owl design,0.010970600951145697,0.5471698113207546,17.700752078110565
22865 - hand warmer owl design,23439 - hand warmer red love heart,0.010970600951145697,0.35489510489510484,17.700752078110565
22625 - red kitchen scales,22624 - ivory kitchen scales,0.01432122784262862,0.5915178571428571,17.653945852534562
22624 - ivory kitchen scales,22625 - red kitchen scales,0.01432122784262862,0.4274193548387097,17.653945852534562
23322 - large white heart of wicker,23321 - small white heart of wicker,0.015185905750108085,0.5499021526418787,17.483486997397463
23321 - small white heart of wicker,23322 - large white heart of wicker,0.015185905750108085,0.48281786941580757,17.483486997397463
21914 - blue harmonica in box,21915 - red  harmonica in box,0.014699524427150886,0.5261121856866537,17.3532618252154
21915 - red  harmonica in box,21914 - blue harmonica in box,0.014699524427150886,0.48484848484848486,17.3532618252154
84380 - set of 3 butterfly cookie cutters,84378 - set of 3 heart cookie cutters,0.013132295719844358,0.4879518072289156,17.330249982656152
84378 - set of 3 heart cookie cutters,84380 - set of 3 butterfly cookie cutters,0.013132295719844358,0.46641074856046066,17.330249982656152
22555 - plasters in tin strongman,22556 - plasters in tin circus parade,0.011835278858625162,0.48775055679287305,17.323102308820197
22556 - plasters in tin circus parade,22555 - plasters in tin strongman,0.011835278858625162,0.4203454894433781,17.323102308820197
23200 - jumbo bag pears,23199 - jumbo bag apples,0.016861219195849545,0.6638297872340425,17.107947608605464
23199 - jumbo bag apples,23200 - jumbo bag pears,0.016861219195849545,0.43454038997214484,17.107947608605464
21086 - set/6 red spotty paper cups,21080 - set/20 red retrospot paper napkins,0.010376134889753566,0.6736842105263158,17.02985332182916
21080 - set/20 red retrospot paper napkins,21086 - set/6 red spotty paper cups,0.010376134889753566,0.26229508196721313,17.02985332182916
22633 - hand warmer union jack,22866 - hand warmer scotty dog design,0.010268050151318634,0.4308390022675737,16.926209974435636
22866 - hand warmer scotty dog design,22633 - hand warmer union jack,0.010268050151318634,0.4033970276008493,16.926209974435636
"20728 - lunch bag cars blue, 20725 - lunch bag red retrospot","22384 - lunch bag pink polkadot, 20727 - lunch bag  black skull.",0.010430177258971033,0.42139737991266374,16.80503689203433
"22384 - lunch bag pink polkadot, 20727 - lunch bag  black skull.","20728 - lunch bag cars blue, 20725 - lunch bag red retrospot",0.010430177258971033,0.4159482758620689,16.80503689203433
22356 - charlotte bag pink polkadot,20724 - red retrospot charlotte bag,0.01740164288802421,0.6611909650924025,16.5557207281053
20724 - red retrospot charlotte bag,22356 - charlotte bag pink polkadot,0.01740164288802421,0.43572395128552105,16.5557207281053
22727 - alarm clock bakelike red,"22726 - alarm clock bakelike green, 22730 - alarm clock bakelike ivory",0.011619109381755297,0.24515393386545042,16.495739608168346
"22726 - alarm clock bakelike green, 22730 - alarm clock bakelike ivory",22727 - alarm clock bakelike red,0.011619109381755297,0.7818181818181819,16.495739608168343
21928 - jumbo bag scandinavian blue paisley,21929 - jumbo bag pink vintage paisley,0.013024210981409426,0.5343680709534369,16.425160772296337
21929 - jumbo bag pink vintage paisley,21928 - jumbo bag scandinavian blue paisley,0.013024210981409426,0.4003322259136213,16.425160772296337
"22726 - alarm clock bakelike green, 22728 - alarm clock bakelike pink",22727 - alarm clock bakelike red,0.014429312581063555,0.7784256559766765,16.424160020743923
22727 - alarm clock bakelike red,"22726 - alarm clock bakelike green, 22728 - alarm clock bakelike pink",0.014429312581063555,0.30444697833523376,16.424160020743923
22417 - pack of 60 spaceboy cake cases,21975 - pack of 60 dinosaur cake cases,0.010268050151318634,0.4668304668304668,16.329359089283475
21975 - pack of 60 dinosaur cake cases,22417 - pack of 60 spaceboy cake cases,0.010268050151318634,0.3591682419659735,16.32935908928347
"22384 - lunch bag pink polkadot, 20725 - lunch bag red retrospot","20728 - lunch bag cars blue, 20727 - lunch bag  black skull.",0.010430177258971033,0.3690248565965583,16.219562818201226
"20728 - lunch bag cars blue, 20727 - lunch bag  black skull.","22384 - lunch bag pink polkadot, 20725 - lunch bag red retrospot",0.010430177258971033,0.4584323040380047,16.219562818201222
"22384 - lunch bag pink polkadot, 20728 - lunch bag cars blue","20727 - lunch bag  black skull., 20725 - lunch bag red retrospot",0.010430177258971033,0.4519906323185011,16.17724305690821
"20727 - lunch bag  black skull., 20725 - lunch bag red retrospot","22384 - lunch bag pink polkadot, 20728 - lunch bag cars blue",0.010430177258971033,0.3733075435203094,16.17724305690821
22356 - charlotte bag pink polkadot,20723 - strawberry charlotte bag,0.011294855166450497,0.42915811088295686,16.140531877598036
20723 - strawberry charlotte bag,22356 - charlotte bag pink polkadot,0.011294855166450497,0.4247967479674797,16.140531877598036
"22727 - alarm clock bakelike red, 22730 - alarm clock bakelike ivory",22726 - alarm clock bakelike green,0.011619109381755297,0.6847133757961784,16.058220919813035
22726 - alarm clock bakelike green,"22727 - alarm clock bakelike red, 22730 - alarm clock bakelike ivory",0.011619109381755297,0.27249683143219267,16.058220919813035
22730 - alarm clock bakelike ivory,"22726 - alarm clock bakelike green, 22727 - alarm clock bakelike red",0.011619109381755297,0.45940170940170943,16.039187227866474
"22726 - alarm clock bakelike green, 22727 - alarm clock bakelike red",22730 - alarm clock bakelike ivory,0.011619109381755297,0.4056603773584906,16.039187227866474
22551 - plasters in tin spaceboy,22554 - plasters in tin woodland animals,0.015780371811500216,0.5043177892918825,15.897608812703568
22554 - plasters in tin woodland animals,22551 - plasters in tin spaceboy,0.015780371811500216,0.49744463373083475,15.897608812703568
22617 - baking set spaceboy design,22138 - baking set 9 piece retrospot,0.01680717682663208,0.7334905660377359,15.892868189651363
22138 - baking set 9 piece retrospot,22617 - baking set spaceboy design,0.01680717682663208,0.3641686182669789,15.892868189651363
"22727 - alarm clock bakelike red, 22728 - alarm clock bakelike pink",22726 - alarm clock bakelike green,0.014429312581063555,0.6742424242424243,15.812651227099897
22726 - alarm clock bakelike green,"22727 - alarm clock bakelike red, 22728 - alarm clock bakelike pink",0.014429312581063555,0.33840304182509506,15.812651227099897
22556 - plasters in tin circus parade,22554 - plasters in tin woodland animals,0.013834846519671422,0.491362763915547,15.489227569835235
22554 - plasters in tin woodland animals,22556 - plasters in tin circus parade,0.013834846519671422,0.43611584327086883,15.489227569835233
22633 - hand warmer union jack,22865 - hand warmer owl design,0.011294855166450497,0.4739229024943311,15.331240188383047
22865 - hand warmer owl design,22633 - hand warmer union jack,0.011294855166450497,0.36538461538461536,15.331240188383045
22726 - alarm clock bakelike green,22725 - alarm clock bakelike chocolate,0.011348897535667963,0.2661596958174905,15.295090097536782
22725 - alarm clock bakelike chocolate,22726 - alarm clock bakelike green,0.011348897535667963,0.6521739130434782,15.29509009753678
22728 - alarm clock bakelike pink,"22726 - alarm clock bakelike green, 22727 - alarm clock bakelike red",0.014429312581063555,0.435562805872757,15.2068946412632
"22726 - alarm clock bakelike green, 22727 - alarm clock bakelike red",22728 - alarm clock bakelike pink,0.014429312581063555,0.5037735849056604,15.206894641263197
22952 - 60 cake cases vintage christmas,22909 - set of 20 vintage christmas napkins,0.010105923043666235,0.4012875536480687,15.184917980989495
22909 - set of 20 vintage christmas napkins,22952 - 60 cake cases vintage christmas,0.010105923043666235,0.38241308793456036,15.184917980989495
20723 - strawberry charlotte bag,20719 - woodland charlotte bag,0.01156506701253783,0.43495934959349597,15.157227504478437
20719 - woodland charlotte bag,20723 - strawberry charlotte bag,0.01156506701253783,0.40301318267419967,15.157227504478437
22728 - alarm clock bakelike pink,22730 - alarm clock bakelike ivory,0.01264591439688716,0.3817292006525286,15.092985318107669
22730 - alarm clock bakelike ivory,22728 - alarm clock bakelike pink,0.01264591439688716,0.5,15.092985318107667
22112 - chocolate hot water bottle,22835 - hot water bottle i am so poorly,0.01556420233463035,0.4114285714285715,15.075394625176806
22835 - hot water bottle i am so poorly,22112 - chocolate hot water bottle,0.01556420233463035,0.5702970297029702,15.075394625176804
20724 - red retrospot charlotte bag,20723 - strawberry charlotte bag,0.01599654128837008,0.40054127198917455,15.064259546519688
20723 - strawberry charlotte bag,20724 - red retrospot charlotte bag,0.01599654128837008,0.6016260162601625,15.064259546519686
20723 - strawberry charlotte bag,22355 - charlotte bag suki design,0.01264591439688716,0.475609756097561,15.043902439024391
22355 - charlotte bag suki design,20723 - strawberry charlotte bag,0.01264591439688716,0.4,15.043902439024391
22556 - plasters in tin circus parade,22551 - plasters in tin spaceboy,0.01324038045827929,0.47024952015355087,15.028492436824362
22551 - plasters in tin spaceboy,22556 - plasters in tin circus parade,0.01324038045827929,0.4231433506044905,15.02849243682436
22725 - alarm clock bakelike chocolate,22727 - alarm clock bakelike red,0.012213575443147428,0.7018633540372671,14.80875655998357
22727 - alarm clock bakelike red,22725 - alarm clock bakelike chocolate,0.012213575443147428,0.25769669327252,14.80875655998357
22356 - charlotte bag pink polkadot,22355 - charlotte bag suki design,0.012267617812364894,0.4661190965092402,14.74370557573843
22355 - charlotte bag suki design,22356 - charlotte bag pink polkadot,0.012267617812364894,0.38803418803418804,14.74370557573843
"20728 - lunch bag cars blue, 20727 - lunch bag  black skull., 20725 - lunch bag red retrospot",22384 - lunch bag pink polkadot,0.010430177258971033,0.7366412213740458,14.641040988512719
22384 - lunch bag pink polkadot,"20728 - lunch bag cars blue, 20727 - lunch bag  black skull., 20725 - lunch bag red retrospot",0.010430177258971033,0.20730397422126742,14.641040988512719
22727 - alarm clock bakelike red,22729 - alarm clock bakelike orange,0.013294422827496757,0.2805017103762828,14.457948882458878
22729 - alarm clock bakelike orange,22727 - alarm clock bakelike red,0.013294422827496757,0.6852367688022284,14.457948882458876
20719 - woodland charlotte bag,22355 - charlotte bag suki design,0.013078253350626892,0.45574387947269307,14.41552947993626
22355 - charlotte bag suki design,20719 - woodland charlotte bag,0.013078253350626892,0.4136752136752137,14.41552947993626
22729 - alarm clock bakelike orange,22726 - alarm clock bakelike green,0.011889321227842628,0.6128133704735376,14.37198809536418
22726 - alarm clock bakelike green,22729 - alarm clock bakelike orange,0.011889321227842628,0.2788339670468948,14.37198809536418
"22382 - lunch bag spaceboy design, 20726 - lunch bag woodland",22662 - lunch bag dolly girl design,0.010105923043666235,0.46172839506172847,14.287328130806392
22662 - lunch bag dolly girl design,"22382 - lunch bag spaceboy design, 20726 - lunch bag woodland",0.010105923043666235,0.3127090301003344,14.28732813080639
"22382 - lunch bag spaceboy design, 20725 - lunch bag red retrospot",22662 - lunch bag dolly girl design,0.01156506701253783,0.4582441113490364,14.179513438800283
22662 - lunch bag dolly girl design,"22382 - lunch bag spaceboy design, 20725 - lunch bag red retrospot",0.01156506701253783,0.35785953177257523,14.179513438800283
22726 - alarm clock bakelike green,22727 - alarm clock bakelike red,0.02864245568525724,0.6717363751584283,14.173101352259474
22727 - alarm clock bakelike red,22726 - alarm clock bakelike green,0.02864245568525724,0.6043329532497149,14.173101352259474
22727 - alarm clock bakelike red,22730 - alarm clock bakelike ivory,0.016969303934284478,0.3580387685290764,14.156302078765021
22730 - alarm clock bakelike ivory,22727 - alarm clock bakelike red,0.016969303934284478,0.6709401709401709,14.15630207876502
22555 - plasters in tin strongman,22554 - plasters in tin woodland animals,0.010862516212710765,0.44766146993318484,14.111631754077774
