customer_id,total_orders,total_spent,total_quantity,avg_order_value,first_purchase,last_purchase,customer_lifetime_days
12407,5,1708.12,1416,22.18337662337662,2011-03-20 13:21:00,2011-10-21 10:11:00,214
12408,5,2888.55,1409,27.51,2011-03-24 14:46:00,2011-11-07 12:27:00,227
12409,3,11072.67,5551,101.58412844036697,2011-06-10 12:19:00,2011-09-22 10:38:00,103
12410,2,693.33,211,26.66653846153846,2011-02-04 10:38:00,2011-02-04 10:39:00,0
12412,3,1226.88,829,20.112786885245903,2011-06-23 13:51:00,2011-09-26 10:16:00,94
12413,3,758.1,286,19.95,2011-01-06 16:12:00,2011-10-04 09:00:00,270
12414,3,562.4100000000001,300,31.245000000000005,2011-02-02 14:51:00,2011-05-06 14:51:00,93
12415,21,124914.53,77374,174.95032212885152,2011-01-06 11:12:00,2011-11-15 14:22:00,313
12417,9,3649.1,1552,19.005729166666665,2010-12-17 11:51:00,2011-12-06 14:52:00,354
12418,1,668.58,407,19.664117647058823,2011-08-19 11:08:00,2011-08-19 11:08:00,0
12420,1,600.39,345,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,0
12421,4,807.04,484,17.93422222222222,2011-01-24 15:09:00,2011-11-24 09:07:00,303
12422,3,803.5600000000001,370,20.604102564102565,2011-01-19 09:13:00,2011-09-05 09:48:00,229
12423,8,1859.31,1339,14.87448,2010-12-21 10:54:00,2011-12-09 10:10:00,352
12424,2,1760.96,740,58.69866666666667,2011-06-30 12:06:00,2011-06-30 12:06:00,0
12425,1,777.2,496,21.58888888888889,2011-09-22 17:31:00,2011-09-22 17:31:00,0
12426,1,582.73,258,19.424333333333333,2011-05-29 12:26:00,2011-05-29 12:26:00,0
12427,3,825.8000000000001,533,26.638709677419357,2010-12-03 10:44:00,2011-11-18 08:56:00,349
12428,9,7956.46,3536,27.062789115646257,2011-03-01 09:33:00,2011-11-14 08:22:00,257
12429,4,3750.4,1557,38.66391752577319,2010-12-09 12:05:00,2011-11-30 17:22:00,356
12430,1,256.4,117,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,0
12431,15,6419.95,2896,27.43568376068376,2010-12-01 10:03:00,2011-11-04 11:55:00,338
12432,5,5059.32,1801,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,129
12433,7,13375.87,11071,31.847309523809525,2010-12-01 13:24:00,2011-12-09 10:02:00,372
12434,2,806.14,394,16.122799999999998,2011-03-24 13:05:00,2011-09-16 12:38:00,175
12435,2,7829.89,2055,217.49694444444447,2011-03-17 07:40:00,2011-09-21 09:06:00,188
12436,1,509.01,211,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,0
12437,18,4951.41,2922,24.88145728643216,2011-01-12 14:13:00,2011-12-08 11:35:00,329
12438,2,2906.85,1180,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,125
12441,1,173.55,121,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,0
12442,1,172.06,182,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,0
12444,5,5005.46,1153,28.440113636363638,2011-06-21 14:00:00,2011-11-18 13:23:00,149
12445,1,133.4,62,33.35,2011-11-17 18:43:00,2011-11-17 18:43:00,0
12446,1,1002.3100000000001,351,17.584385964912283,2011-10-13 12:50:00,2011-10-13 12:50:00,0
12447,1,476.49,190,18.326538461538462,2011-04-10 13:25:00,2011-04-10 13:25:00,0
12448,1,449.45,243,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,0
12449,4,4067.29,1553,21.294712041884818,2011-06-05 15:37:00,2011-11-17 13:46:00,164
12450,2,197.88,128,24.735,2011-06-19 14:36:00,2011-07-06 14:41:00,17
12451,5,9035.52,6575,25.524067796610172,2011-01-19 09:05:00,2011-11-29 08:40:00,313
12452,2,430.57000000000005,185,19.57136363636364,2011-11-23 08:05:00,2011-11-23 10:28:00,0
12453,1,707.09,473,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,0
12454,1,3528.34,1006,235.22266666666667,2011-10-14 17:13:00,2011-10-14 17:13:00,0
12455,6,2466.86,2089,27.409555555555556,2011-02-16 09:56:00,2011-09-27 15:31:00,223
12456,3,3181.04,1633,25.44832,2011-03-30 09:12:00,2011-10-26 14:41:00,210
12457,7,2363.23,843,38.11661290322581,2011-04-14 18:57:00,2011-10-04 13:13:00,172
12458,2,947.4,506,24.931578947368422,2011-02-28 10:55:00,2011-09-29 15:25:00,213
12461,2,826.88,287,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,60
12462,2,1189.59,536,19.186935483870965,2011-02-09 14:44:00,2011-11-21 09:11:00,284
12463,4,1344.78,776,16.202168674698793,2011-04-12 12:47:00,2011-10-17 13:44:00,188
12464,8,1212.05,112,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,299
12465,2,742.19,479,15.791276595744682,2011-06-23 13:37:00,2011-11-22 16:34:00,152
12468,2,729.54,366,19.198421052631577,2011-01-27 13:29:00,2011-06-05 11:36:00,128
12471,30,19788.65,8200,43.11252723311547,2010-12-10 09:35:00,2011-12-07 15:43:00,362
12472,7,6572.11,4148,19.386755162241887,2010-12-05 14:19:00,2011-11-07 14:01:00,336
12473,5,3928.05,2414,23.521257485029942,2011-06-01 10:15:00,2011-11-10 13:46:00,162
12474,18,7324.09,4833,17.355663507109004,2011-01-14 10:06:00,2011-11-22 14:39:00,312
12475,1,723.38,535,20.093888888888888,2011-10-17 10:10:00,2011-10-17 10:10:00,0
12476,11,6816.42,2408,29.255021459227468,2010-12-13 14:39:00,2011-11-24 12:40:00,345
12477,6,13219.74,3653,44.065799999999996,2011-02-11 12:45:00,2011-11-17 09:51:00,278
12478,1,680.99,236,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,0
12479,1,527.2,385,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,0
12480,4,3281.63,1707,21.309285714285714,2011-01-07 15:27:00,2011-11-11 14:52:00,307
12481,10,5579.82,3294,25.8325,2010-12-09 10:13:00,2011-11-17 08:29:00,342
12483,8,2484.98,1110,33.133066666666664,2011-01-04 14:20:00,2011-11-22 17:02:00,322
12484,6,4527.32,2187,13.199183673469387,2011-01-07 14:04:00,2011-11-07 11:37:00,303
12488,3,1298.66,529,23.612000000000002,2011-09-25 10:34:00,2011-11-30 08:50:00,65
12489,1,334.93,105,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,0
12490,10,5417.93,3064,22.114,2011-01-14 09:13:00,2011-12-04 16:07:00,324
12491,1,460.40000000000003,260,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,0
12492,2,263.21000000000004,192,13.160500000000003,2011-08-26 14:51:00,2011-10-07 15:15:00,42
12493,2,433.74,207,19.715454545454545,2011-05-26 14:53:00,2011-06-27 10:17:00,31
12494,7,1246.1,707,16.18311688311688,2010-12-09 11:31:00,2011-11-24 09:34:00,349
12497,1,1043.1,1236,74.50714285714285,2011-09-19 12:29:00,2011-09-19 12:29:00,0
12498,3,403.70000000000005,159,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,36
12500,11,4257.82,2678,69.80032786885245,2011-01-10 09:48:00,2011-11-16 16:20:00,310
12501,1,2169.39,1783,14.559664429530201,2011-01-07 12:28:00,2011-01-07 12:28:00,0
12502,5,3723.87,820,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,214
12504,2,482.04999999999995,90,53.5611111111111,2011-11-09 14:56:00,2011-11-21 16:02:00,12
12506,1,73.5,23,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,0
12507,3,1304.81,894,62.13380952380952,2011-02-14 09:24:00,2011-07-28 17:09:00,164
12508,2,397.88,271,5.851176470588236,2011-11-10 16:27:00,2011-11-13 15:37:00,2
12509,1,176.5,55,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,0
12510,2,982.5699999999999,353,29.774848484848484,2011-01-18 14:04:00,2011-07-20 10:15:00,182
12512,2,132.18,96,4.263870967741935,2011-10-04 14:53:00,2011-10-04 14:55:00,0
12513,1,612.29,462,17.494,2011-08-19 10:51:00,2011-08-19 10:51:00,0
12514,1,1017.6800000000001,440,19.95450980392157,2011-03-17 16:38:00,2011-03-17 16:38:00,0
12515,1,383.7,131,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,0
12516,2,1312.06,875,50.46384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,102
12517,5,2481.6,1361,8.894623655913978,2011-06-02 15:13:00,2011-11-11 14:04:00,161
12518,5,2056.89,1318,16.58782258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,109
12519,1,330.84000000000003,175,19.46117647058824,2011-10-07 09:26:00,2011-10-07 09:26:00,0
12520,5,2634.26,1439,17.330657894736845,2011-03-11 11:35:00,2011-09-21 15:23:00,194
12521,1,599.68,309,15.781052631578946,2011-07-20 10:51:00,2011-07-20 10:51:00,0
12522,2,192.72,194,16.06,2011-10-19 14:41:00,2011-10-31 15:30:00,12
12523,11,1789.77,865,16.884622641509434,2011-01-12 09:43:00,2011-11-20 12:55:00,312
12524,8,4485.72,3699,31.150833333333335,2011-01-10 10:35:00,2011-11-30 15:31:00,324
12526,3,1316.66,632,18.54450704225352,2011-09-06 14:19:00,2011-12-09 12:09:00,93
12527,3,348.71000000000004,234,19.37277777777778,2011-01-18 12:05:00,2011-09-19 11:55:00,243
12528,6,1933.48,756,21.01608695652174,2011-01-31 09:05:00,2011-11-30 14:40:00,303
12530,4,1662.28,913,25.186060606060607,2011-01-07 10:04:00,2011-10-11 12:34:00,277
12531,1,125.22,45,7.365882352941177,2011-11-25 11:12:00,2011-11-25 11:12:00,0
12532,1,349.83000000000004,153,21.864375000000003,2011-11-09 13:47:00,2011-11-09 13:47:00,0
12534,1,1089.18,651,17.28857142857143,2011-08-01 10:26:00,2011-08-01 10:26:00,0
12535,2,716.35,219,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,94
12536,3,12601.830000000002,2803,48.282873563218395,2011-10-11 14:52:00,2011-10-27 14:20:00,15
12538,1,363.95,191,17.33095238095238,2011-11-10 17:16:00,2011-11-10 17:16:00,0
12539,4,5568.35,2067,20.396886446886448,2011-01-10 09:11:00,2011-11-17 13:30:00,311
12540,17,13400.24,6685,28.03397489539749,2010-12-13 09:39:00,2011-11-20 11:31:00,342
12541,3,981.18,680,18.868846153846153,2011-03-04 09:32:00,2011-11-10 10:40:00,251
12544,1,372.7,136,19.61578947368421,2011-11-03 16:15:00,2011-11-03 16:15:00,0
12545,2,1000.39,523,20.0078,2011-03-25 12:04:00,2011-09-25 13:39:00,184
12546,2,1161.5,633,16.833333333333332,2011-09-23 09:44:00,2011-10-24 12:09:00,31
12547,2,207.8,134,25.975,2011-03-04 12:46:00,2011-05-26 12:38:00,82
12548,1,95.19999999999999,49,19.04,2011-06-26 15:35:00,2011-06-26 15:35:00,0
12550,1,964.83,569,16.92684210526316,2011-09-21 14:35:00,2011-09-21 14:35:00,0
12551,1,168.0,100,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,0
12552,2,437.82,88,21.891,2011-10-31 12:11:00,2011-11-01 10:02:00,0
12553,10,3692.28,1965,19.33130890052356,2011-01-14 10:42:00,2011-12-01 16:38:00,321
12556,2,599.56,355,5.038319327731092,2011-07-11 13:35:00,2011-10-20 13:06:00,100
12557,5,11990.960000000001,4384,363.36242424242425,2010-12-03 12:20:00,2011-11-23 16:59:00,355
12558,1,269.96,196,24.54181818181818,2011-12-02 10:41:00,2011-12-02 10:41:00,0
12559,2,561.71,283,26.74809523809524,2011-01-24 10:12:00,2011-02-02 09:49:00,8
12560,3,2134.01,1110,20.323904761904764,2011-07-19 15:55:00,2011-12-04 13:54:00,137
12561,1,238.85,177,14.928125,2011-02-10 11:39:00,2011-02-10 11:39:00,0
12562,7,3781.7400000000002,1779,22.510357142857146,2011-05-25 12:44:00,2011-12-01 17:20:00,190
12564,1,456.90000000000003,133,21.75714285714286,2011-03-23 14:55:00,2011-03-23 14:55:00,0
12565,1,145.92000000000002,80,16.213333333333335,2011-02-24 10:34:00,2011-02-24 10:34:00,0
12566,1,351.65,265,18.507894736842104,2011-09-14 14:30:00,2011-09-14 14:30:00,0
12567,10,9401.28,4305,21.079103139013455,2010-12-05 11:57:00,2011-11-17 11:02:00,346
12569,32,4124.6900000000005,1801,21.93984042553192,2011-04-01 13:47:00,2011-12-07 16:24:00,250
12571,2,519.61,523,15.28264705882353,2011-08-10 12:35:00,2011-10-31 10:19:00,81
12572,2,1020.4200000000001,452,17.007,2011-10-19 08:20:00,2011-12-01 09:20:00,43
12573,1,160.54000000000002,84,5.733571428571429,2011-04-26 15:52:00,2011-04-26 15:52:00,0
12574,1,218.45000000000002,61,19.85909090909091,2011-01-28 09:20:00,2011-01-28 09:20:00,0
12576,5,1315.83,967,14.952613636363635,2011-02-08 11:31:00,2011-11-04 10:11:00,268
12577,3,626.6,469,4.291780821917809,2010-12-15 16:21:00,2011-11-04 13:24:00,323
12578,2,2794.51,1196,24.51324561403509,2011-01-13 15:34:00,2011-11-18 13:30:00,308
12579,1,440.42,285,15.18689655172414,2011-09-22 17:15:00,2011-09-22 17:15:00,0
12580,1,415.7,238,17.320833333333333,2011-04-07 10:24:00,2011-04-07 10:24:00,0
12581,1,197.71,161,13.180666666666667,2011-10-31 08:56:00,2011-10-31 08:56:00,0
12582,2,511.36,300,23.243636363636366,2011-02-24 11:42:00,2011-04-15 08:45:00,49
12583,15,7281.38,5060,29.47927125506073,2010-12-01 08:45:00,2011-12-07 08:07:00,370
12584,9,2338.15,416,24.355729166666666,2011-03-04 15:15:00,2011-12-06 09:35:00,276
12585,2,2040.1,1279,23.44942528735632,2010-12-23 12:58:00,2011-04-19 13:39:00,117
12586,1,196.94000000000003,79,17.903636363636366,2011-11-22 16:24:00,2011-11-22 16:24:00,0
12587,1,144.0,51,36.0,2011-12-02 12:47:00,2011-12-02 12:47:00,0
12588,1,214.89999999999998,53,21.49,2011-10-31 15:01:00,2011-10-31 15:01:00,0
12589,2,646.68,306,18.47657142857143,2011-07-18 12:05:00,2011-11-11 10:19:00,115
12590,2,9864.26,4283,145.06264705882353,2011-05-12 14:46:00,2011-05-12 14:52:00,0
12591,1,452.84999999999997,228,17.41730769230769,2011-01-26 14:35:00,2011-01-26 14:35:00,0
12592,2,437.6,290,24.311111111111114,2011-05-10 13:44:00,2011-09-08 15:04:00,121
12593,3,418.1,206,19.90952380952381,2011-05-05 09:29:00,2011-08-23 12:43:00,110
12594,10,3338.2200000000003,1777,28.290000000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,285
12596,2,618.27,474,22.898888888888887,2011-04-11 13:22:00,2011-10-19 13:02:00,190
12597,4,3811.22,2236,18.50106796116505,2011-03-16 14:00:00,2011-11-20 13:33:00,248
12598,8,3023.08,1964,22.902121212121212,2011-02-28 11:58:00,2011-11-30 12:18:00,275
12599,7,1032.58,956,16.654516129032256,2011-02-08 13:28:00,2011-11-10 13:34:00,275
12600,10,2599.04,774,40.61,2010-12-03 12:57:00,2011-11-11 10:29:00,342
12601,5,577.0600000000001,245,20.609285714285715,2011-01-11 10:38:00,2011-06-03 10:17:00,142
12602,1,153.12,162,12.76,2011-10-12 11:22:00,2011-10-12 11:22:00,0
12603,1,739.1999999999999,63,369.59999999999997,2011-11-18 10:42:00,2011-11-18 10:42:00,0
12604,2,254.18,201,15.88625,2011-03-23 12:06:00,2011-09-21 14:08:00,182
12607,1,1579.51,1228,15.63871287128713,2011-10-10 16:06:00,2011-10-10 16:06:00,0
12609,3,1126.85,648,18.78083333333333,2011-01-25 15:13:00,2011-09-22 16:34:00,240
12610,5,2099.54,1049,19.80698113207547,2011-08-05 13:52:00,2011-11-17 09:34:00,103
12611,1,1193.32,846,18.35876923076923,2011-10-18 13:12:00,2011-10-18 13:12:00,0
12612,1,704.04,262,37.054736842105264,2011-09-26 15:35:00,2011-09-26 15:35:00,0
12613,5,3344.38,1644,21.858692810457516,2011-03-22 15:42:00,2011-10-13 14:59:00,204
12614,1,315.6,76,15.780000000000001,2011-03-07 10:22:00,2011-03-07 10:22:00,0
12615,4,2291.19,1376,21.820857142857143,2011-06-24 13:35:00,2011-12-07 15:02:00,166
12616,2,713.3,284,22.290625,2011-02-15 14:17:00,2011-09-05 15:17:00,202
12617,1,352.98,210,8.609268292682927,2011-11-10 14:39:00,2011-11-10 14:39:00,0
12618,1,177.31,96,16.11909090909091,2011-11-18 11:10:00,2011-11-18 11:10:00,0
12619,9,3641.24,3378,40.45822222222222,2011-03-31 13:10:00,2011-11-23 14:52:00,237
12620,3,1339.41,1181,14.558804347826088,2011-05-19 12:10:00,2011-11-25 10:20:00,189
12621,20,13689.67,7440,29.31406852248394,2010-12-09 10:16:00,2011-12-08 11:25:00,364
12622,1,180.1,69,16.37272727272727,2011-04-21 16:39:00,2011-04-21 16:39:00,0
12623,1,305.1,191,16.950000000000003,2011-03-08 13:50:00,2011-03-08 13:50:00,0
12624,2,641.13,355,16.87184210526316,2011-06-15 12:34:00,2011-08-25 15:04:00,71
12625,2,2683.82,1612,31.207209302325584,2011-01-24 13:27:00,2011-05-12 09:54:00,107
12626,9,6620.4800000000005,3453,22.518639455782314,2011-01-17 11:01:00,2011-11-16 16:06:00,303
12627,7,4478.53,2752,19.47186956521739,2011-07-22 13:59:00,2011-11-29 12:07:00,129
12628,3,786.46,448,19.181951219512197,2011-10-06 09:28:00,2011-12-05 13:15:00,60
12630,2,1270.88,548,19.8575,2011-10-27 10:41:00,2011-11-30 10:48:00,34
12631,1,640.5,236,20.661290322580644,2011-10-13 13:53:00,2011-10-13 13:53:00,0
12633,4,2163.98,1162,21.425544554455445,2011-02-25 08:44:00,2011-10-12 11:40:00,229
12635,2,1689.18,1172,16.724554455445546,2011-07-08 08:43:00,2011-09-11 11:04:00,65
12637,8,6002.9,2994,15.714397905759162,2011-01-20 10:47:00,2011-10-03 13:46:00,256
12638,1,671.69,577,17.222820512820515,2011-11-06 13:11:00,2011-11-06 13:11:00,0
12639,1,486.1,201,22.095454545454547,2011-04-15 12:48:00,2011-04-15 12:48:00,0
12640,3,1174.58,311,22.16188679245283,2011-09-19 12:01:00,2011-11-16 11:52:00,57
12641,1,185.9,72,18.59,2011-08-16 13:26:00,2011-08-16 13:26:00,0
12642,3,1013.26,552,21.558723404255318,2011-08-24 09:23:00,2011-11-14 15:03:00,82
12643,6,3344.64,1808,139.35999999999999,2011-01-11 11:48:00,2011-08-03 12:56:00,204
12644,1,477.90999999999997,325,15.416451612903225,2011-08-02 10:33:00,2011-08-02 10:33:00,0
12645,4,1775.18,1084,24.31753424657534,2011-01-27 13:08:00,2011-11-06 12:38:00,282
12646,2,1346.97,897,29.932666666666666,2011-10-21 12:52:00,2011-12-05 10:14:00,44
12647,12,3722.82,1431,30.76710743801653,2010-12-05 14:02:00,2011-11-17 12:56:00,346
12648,1,318.05,160,15.145238095238096,2011-07-08 11:55:00,2011-07-08 11:55:00,0
12649,3,623.51,586,20.113225806451613,2011-05-11 14:37:00,2011-08-24 14:41:00,105
12650,1,314.44,254,15.722,2011-12-06 16:34:00,2011-12-06 16:34:00,0
12651,1,114.0,78,12.666666666666666,2011-01-09 12:46:00,2011-01-09 12:46:00,0
12652,1,919.98,505,19.16625,2011-01-12 15:00:00,2011-01-12 15:00:00,0
12653,2,2209.85,919,51.391860465116274,2011-02-16 10:53:00,2011-07-14 10:41:00,147
12654,5,601.98,264,15.841578947368422,2011-02-17 13:16:00,2011-11-29 10:10:00,284
12656,5,4051.17,1723,32.152142857142856,2011-04-20 09:20:00,2011-11-22 13:42:00,216
12657,4,1643.18,1044,34.961276595744685,2011-09-22 11:40:00,2011-11-28 15:47:00,67
12658,1,686.05,320,19.056944444444444,2011-11-21 10:22:00,2011-11-21 10:22:00,0
12659,1,91.68,105,18.336000000000002,2011-11-10 11:53:00,2011-11-10 11:53:00,0
12660,1,245.10000000000002,127,18.853846153846156,2011-11-28 13:26:00,2011-11-28 13:26:00,0
12662,11,3849.78,2058,16.73817391304348,2010-12-01 13:04:00,2011-12-09 11:59:00,372
12664,9,4881.88,1203,131.94270270270272,2011-01-21 11:42:00,2011-12-01 17:07:00,314
12665,1,63.0,37,21.0,2011-01-19 08:34:00,2011-01-19 08:34:00,0
12667,1,620.13,395,18.791818181818183,2011-10-12 17:00:00,2011-10-12 17:00:00,0
12668,4,3807.15,1634,23.64689440993789,2010-12-19 12:46:00,2011-11-28 10:56:00,343
12669,3,2744.0299999999997,1115,27.168613861386135,2011-03-28 10:15:00,2011-07-12 09:54:00,105
12670,5,2996.05,1397,32.56576086956522,2011-04-21 10:16:00,2011-11-29 15:23:00,222
12672,1,225.9,78,22.59,2011-01-14 09:20:00,2011-01-14 09:20:00,0
12673,2,610.52,351,14.536190476190475,2011-01-17 11:46:00,2011-12-04 13:55:00,321
12674,4,1970.6,1133,23.742168674698792,2011-05-16 09:10:00,2011-11-01 12:12:00,169
12676,6,1331.39,670,29.586444444444446,2011-02-01 15:41:00,2011-11-15 12:25:00,286
12678,12,17628.46,10923,106.83915151515151,2010-12-21 11:00:00,2011-10-28 13:04:00,311
12679,4,1113.02,554,23.187916666666666,2011-03-01 12:26:00,2011-10-12 12:30:00,225
12680,4,862.81,443,16.592499999999998,2011-08-18 15:44:00,2011-12-09 12:50:00,112
12681,22,13787.54,7536,21.610564263322885,2010-12-07 10:08:00,2011-11-25 11:33:00,353
12682,31,12279.82,5555,23.434770992366413,2010-12-03 13:59:00,2011-12-06 10:00:00,367
12683,15,8476.57,4987,24.641191860465117,2010-12-09 10:37:00,2011-12-05 16:31:00,361
12684,7,2283.63,1985,21.748857142857144,2011-05-10 12:55:00,2011-12-02 09:53:00,205
12685,6,2863.08,1523,18.236178343949042,2011-09-07 10:28:00,2011-11-11 13:46:00,65
12686,1,89.14,107,12.734285714285715,2010-12-03 09:51:00,2010-12-03 09:51:00,0
12688,1,4873.81,3028,28.50181286549708,2011-08-18 08:49:00,2011-08-18 08:49:00,0
12689,2,1247.6100000000001,628,17.327916666666667,2011-08-04 10:04:00,2011-11-14 08:31:00,101
12690,1,389.01,106,24.313125,2011-05-18 09:09:00,2011-05-18 09:09:00,0
12691,6,1035.8,394,32.36875,2010-12-17 14:46:00,2011-11-11 16:49:00,329
12693,4,855.91,255,21.946410256410257,2011-01-24 12:58:00,2011-08-04 17:51:00,192
12694,2,869.67,509,23.504594594594593,2011-06-09 17:48:00,2011-09-30 13:06:00,112
12695,4,582.1,220,21.55925925925926,2011-05-13 13:15:00,2011-12-02 13:22:00,203
12697,3,957.59,508,23.355853658536585,2011-06-23 15:44:00,2011-11-11 08:47:00,140
12700,4,4939.99,2967,18.432798507462685,2011-05-08 16:10:00,2011-12-02 10:47:00,207
12701,2,797.71,678,15.051132075471699,2011-04-11 13:02:00,2011-09-21 10:47:00,162
12702,1,219.0,53,18.25,2011-11-20 10:36:00,2011-11-20 10:36:00,0
