customer_id,recency,frequency,monetary,monetary_capped,total_quantity,unique_products,avg_order_value,first_purchase,last_purchase,customer_lifetime_days,purchase_frequency_per_month,avg_quantity_per_order,monetary_per_order,product_diversity_ratio,r_score,f_score,m_score,rfm_score,rfm_segment
12426,195,1,582.73,572.116,258,30,19.424333333333333,2011-05-29 12:26:00,2011-05-29 12:26:00,0,30.0,258.0,582.73,0.016787912702853944,1,1,3,5,Low Value
12427,22,3,825.8000000000001,825.8000000000001,533,26,26.638709677419357,2010-12-03 10:44:00,2011-11-18 08:56:00,349,0.2571428571428572,177.66666666666666,275.2666666666667,0.014549524342473419,4,3,3,10,High Value
12428,26,9,7956.46,7255.509999999999,3536,258,27.062789115646257,2011-03-01 09:33:00,2011-11-14 08:22:00,257,1.0465116279069768,392.8888888888889,884.0511111111111,0.14437604924454392,4,5,5,14,Top Value
12429,9,4,3750.4,3746.9440000000004,1557,82,38.66391752577319,2010-12-09 12:05:00,2011-11-30 17:22:00,356,0.3361344537815126,389.25,937.6,0.04588696138780078,5,4,5,14,Top Value
12430,43,1,256.4,255.62,117,11,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,0,30.0,117.0,256.4,0.006155567991046447,3,1,2,6,Low Value
12431,36,15,6419.95,5757.822999999998,2896,163,27.43568376068376,2010-12-01 10:03:00,2011-11-04 11:55:00,338,1.327433628318584,193.06666666666666,427.99666666666667,0.09121432568550644,3,5,5,13,Top Value
12432,43,5,5059.32,4596.919999999999,1801,107,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,129,1.153846153846154,360.2,1011.8639999999999,0.05987688864017907,3,4,5,12,High Value
12433,1,7,13375.87,13133.350000000002,11071,219,31.847309523809525,2010-12-01 13:24:00,2011-12-09 10:02:00,372,0.5630026809651475,1581.5714285714287,1910.8385714285716,0.1225517627308338,5,5,5,15,Top Value
12434,85,2,806.14,804.8659999999999,394,46,16.122799999999998,2011-03-24 13:05:00,2011-09-16 12:38:00,175,0.34090909090909094,197.0,403.07,0.02574146614437605,2,2,3,7,Medium Value
12435,80,2,7829.89,7808.470000000001,2055,31,217.49694444444447,2011-03-17 07:40:00,2011-09-21 09:06:00,188,0.31746031746031744,1027.5,3914.945,0.017347509792949075,2,2,5,9,Medium Value
12436,100,1,509.01,504.36749999999995,211,16,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,0,30.0,211.0,509.01,0.008953553441522105,2,1,3,6,Low Value
12437,2,18,4951.41,4865.562000000001,2922,118,24.88145728643216,2011-01-12 14:13:00,2011-12-08 11:35:00,329,1.6363636363636365,162.33333333333334,275.0783333333333,0.06603245663122552,5,5,5,15,Top Value
12438,14,2,2906.85,2774.5420000000004,1180,84,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,125,0.47619047619047616,590.0,1453.425,0.047006155567991044,4,2,5,11,High Value
12441,367,1,173.55,173.025,121,11,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,0,30.0,121.0,173.55,0.006155567991046447,1,1,1,3,Low Value
12442,3,1,172.06,171.84,182,12,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,0,30.0,182.0,172.06,0.006715165081141578,5,1,1,7,Medium Value
12444,21,5,5005.46,4905.46,1153,138,28.440113636363638,2011-06-21 14:00:00,2011-11-18 13:23:00,149,1.0,230.6,1001.092,0.07722439843312814,4,4,5,13,Top Value
12445,22,1,133.4,132.62,62,4,33.35,2011-11-17 18:43:00,2011-11-17 18:43:00,0,30.0,62.0,133.4,0.002238388360380526,4,1,1,6,Low Value
12446,58,1,1002.3100000000001,997.634,351,57,17.584385964912283,2011-10-13 12:50:00,2011-10-13 12:50:00,0,30.0,351.0,1002.3100000000001,0.0318970341354225,3,1,4,8,Medium Value
12447,243,1,476.49,472.665,190,26,18.326538461538462,2011-04-10 13:25:00,2011-04-10 13:25:00,0,30.0,190.0,476.49,0.014549524342473419,1,1,2,4,Low Value
12448,44,1,449.45,445.4600000000001,243,22,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,0,30.0,243.0,449.45,0.012311135982092894,3,1,2,6,Low Value
12449,22,4,4067.29,3963.4900000000002,1553,118,21.294712041884818,2011-06-05 15:37:00,2011-11-17 13:46:00,164,0.7272727272727273,388.25,1016.8225,0.06603245663122552,4,4,5,13,Top Value
12450,156,2,197.88,195.35999999999999,128,7,24.735,2011-06-19 14:36:00,2011-07-06 14:41:00,17,3.3333333333333335,64.0,98.94,0.00391717963066592,2,2,1,5,Low Value
12451,11,5,9035.52,8830.079999999998,6575,265,25.524067796610172,2011-01-19 09:05:00,2011-11-29 08:40:00,313,0.47770700636942676,1315.0,1807.104,0.14829322887520985,5,4,5,14,Top Value
12452,17,2,430.57000000000005,423.409,185,21,19.57136363636364,2011-11-23 08:05:00,2011-11-23 10:28:00,0,60.0,92.5,215.28500000000003,0.011751538891997761,4,2,2,8,Medium Value
12453,134,1,707.09,705.83,473,43,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,0,30.0,473.0,707.09,0.024062674874090653,2,1,3,6,Low Value
12454,56,1,3528.34,3520.2900000000004,1006,15,235.22266666666667,2011-10-14 17:13:00,2011-10-14 17:13:00,0,30.0,1006.0,3528.34,0.008393956351426972,3,1,5,9,Medium Value
12455,73,6,2466.86,2416.4503999999997,2089,85,27.409555555555556,2011-02-16 09:56:00,2011-09-27 15:31:00,223,0.8035714285714286,348.1666666666667,411.1433333333334,0.04756575265808618,2,4,5,11,High Value
12456,44,3,3181.04,3068.944,1633,105,25.44832,2011-03-30 09:12:00,2011-10-26 14:41:00,210,0.4265402843601896,544.3333333333334,1060.3466666666666,0.05875769445998881,3,3,5,11,High Value
12457,66,7,2363.23,2363.23,843,53,38.11661290322581,2011-04-14 18:57:00,2011-10-04 13:13:00,172,1.2138728323699421,120.42857142857143,337.6042857142857,0.02965864577504197,3,5,5,13,Top Value
12458,71,2,947.4,947.4,506,35,24.931578947368422,2011-02-28 10:55:00,2011-09-29 15:25:00,213,0.2803738317757009,253.0,473.7,0.019585898153329603,3,2,4,9,Medium Value
12461,94,2,826.88,775.0979999999995,287,35,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,60,0.9836065573770493,143.5,413.44,0.019585898153329603,2,2,3,7,Medium Value
12462,19,2,1189.59,1138.3500000000001,536,51,19.186935483870965,2011-02-09 14:44:00,2011-11-21 09:11:00,284,0.21052631578947367,268.0,594.795,0.028539451594851706,4,2,4,10,High Value
12463,53,4,1344.78,1344.7800000000002,776,65,16.202168674698793,2011-04-12 12:47:00,2011-10-17 13:44:00,188,0.6349206349206349,194.0,336.195,0.03637381085618355,3,4,4,11,High Value
12464,10,8,1212.05,1207.864,112,6,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,299,0.8,14.0,151.50625,0.003357582540570789,5,5,4,14,Top Value
12465,17,2,742.19,737.2220000000001,479,46,15.791276595744682,2011-06-23 13:37:00,2011-11-22 16:34:00,152,0.3921568627450981,239.5,371.095,0.02574146614437605,4,2,3,9,Medium Value
12468,188,2,729.54,717.4965000000001,366,36,19.198421052631577,2011-01-27 13:29:00,2011-06-05 11:36:00,128,0.46511627906976744,183.0,364.77,0.020145495243424735,1,2,3,6,Low Value
12471,2,30,19788.65,18592.61,8200,150,43.11252723311547,2010-12-10 09:35:00,2011-12-07 15:43:00,362,2.479338842975207,273.3333333333333,659.6216666666667,0.08393956351426973,5,5,5,15,Top Value
12472,32,7,6572.11,6473.551600000001,4148,219,19.386755162241887,2010-12-05 14:19:00,2011-11-07 14:01:00,336,0.6231454005934719,592.5714285714286,938.8728571428571,0.1225517627308338,4,5,5,14,Top Value
12473,29,5,3928.05,3409.330800000002,2414,140,23.521257485029942,2011-06-01 10:15:00,2011-11-10 13:46:00,162,0.920245398773006,482.8,785.61,0.07834359261331841,4,4,5,13,Top Value
12474,17,18,7324.09,7307.4400000000005,4833,253,17.355663507109004,2011-01-14 10:06:00,2011-11-22 14:39:00,312,1.7252396166134185,268.5,406.8938888888889,0.14157806379406826,4,5,5,14,Top Value
12475,54,1,723.38,721.1749999999998,535,36,20.093888888888888,2011-10-17 10:10:00,2011-10-17 10:10:00,0,30.0,535.0,723.38,0.020145495243424735,3,1,3,7,Medium Value
12476,16,11,6816.42,6727.140000000001,2408,177,29.255021459227468,2010-12-13 14:39:00,2011-11-24 12:40:00,345,0.953757225433526,218.9090909090909,619.6745454545454,0.09904868494683827,4,5,5,14,Top Value
12477,23,6,13219.74,13073.351999999999,3653,191,44.065799999999996,2011-02-11 12:45:00,2011-11-17 09:51:00,278,0.6451612903225806,608.8333333333334,2203.29,0.10688304420817012,4,4,5,13,Top Value
12478,4,1,680.99,645.64,236,36,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,0,30.0,236.0,680.99,0.020145495243424735,5,1,3,9,Medium Value
12479,11,1,527.2,520.1800000000001,385,31,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,0,30.0,385.0,527.2,0.017347509792949075,5,1,3,9,Medium Value
12480,28,4,3281.63,3089.75,1707,129,21.309285714285714,2011-01-07 15:27:00,2011-11-11 14:52:00,307,0.3896103896103896,426.75,820.4075,0.07218802462227196,4,4,5,13,Top Value
12481,23,10,5579.82,5527.620000000001,3294,150,25.8325,2010-12-09 10:13:00,2011-11-17 08:29:00,342,0.8746355685131195,329.4,557.982,0.08393956351426973,4,5,5,14,Top Value
12483,17,8,2484.98,2455.3800000000006,1110,46,33.133066666666664,2011-01-04 14:20:00,2011-11-22 17:02:00,322,0.7430340557275541,138.75,310.6225,0.02574146614437605,4,5,5,14,Top Value
12484,33,6,4527.32,4284.8399999999965,2187,256,13.199183673469387,2011-01-07 14:04:00,2011-11-07 11:37:00,303,0.5921052631578948,364.5,754.5533333333333,0.14325685506435368,4,4,5,13,Top Value
12488,10,3,1298.66,1298.6600000000003,529,46,23.612000000000002,2011-09-25 10:34:00,2011-11-30 08:50:00,65,1.3636363636363635,176.33333333333334,432.8866666666667,0.02574146614437605,5,3,4,12,High Value
12489,336,1,334.93,334.489,105,15,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,0,30.0,105.0,334.93,0.008393956351426972,1,1,2,4,Low Value
12490,5,10,5417.93,5273.450000000001,3064,131,22.114,2011-01-14 09:13:00,2011-12-04 16:07:00,324,0.923076923076923,306.4,541.793,0.07330721880246223,5,5,5,15,Top Value
12491,39,1,460.40000000000003,457.70000000000005,260,25,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,0,30.0,260.0,460.40000000000003,0.013989927252378288,3,1,2,6,Low Value
12492,63,2,263.21000000000004,262.18399999999997,192,19,13.160500000000003,2011-08-26 14:51:00,2011-10-07 15:15:00,42,1.3953488372093024,96.0,131.60500000000002,0.010632344711807499,3,2,2,7,Medium Value
12493,166,2,433.74,432.4548,207,20,19.715454545454545,2011-05-26 14:53:00,2011-06-27 10:17:00,31,1.875,103.5,216.87,0.01119194180190263,2,2,2,6,Low Value
12494,16,7,1246.1,1244.3519999999999,707,63,16.18311688311688,2010-12-09 11:31:00,2011-11-24 09:34:00,349,0.6,101.0,178.0142857142857,0.035254616675993285,4,5,4,13,Top Value
12497,82,1,1043.1,1035.612,1236,14,74.50714285714285,2011-09-19 12:29:00,2011-09-19 12:29:00,0,30.0,1236.0,1043.1,0.00783435926133184,2,1,4,7,Medium Value
12498,21,3,403.70000000000005,403.04,159,21,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,36,2.4324324324324325,53.0,134.5666666666667,0.011751538891997761,4,3,2,9,Medium Value
12500,23,11,4257.82,4066.5880000000006,2678,34,69.80032786885245,2011-01-10 09:48:00,2011-11-16 16:20:00,310,1.0610932475884245,243.45454545454547,387.07454545454544,0.019026301063234472,4,5,5,14,Top Value
12501,337,1,2169.39,2049.438,1783,149,14.559664429530201,2011-01-07 12:28:00,2011-01-07 12:28:00,0,30.0,1783.0,2169.39,0.0833799664241746,1,1,5,7,Medium Value
12502,96,5,3723.87,3696.446,820,102,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,214,0.6976744186046512,164.0,744.774,0.05707890318970341,2,4,5,11,High Value
12504,18,2,482.04999999999995,479.698,90,6,53.5611111111111,2011-11-09 14:56:00,2011-11-21 16:02:00,12,4.615384615384615,45.0,241.02499999999998,0.003357582540570789,4,2,2,8,Medium Value
12506,233,1,73.5,73.50000000000001,23,23,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,0,30.0,23.0,73.5,0.012870733072188025,1,1,1,3,Low Value
12507,134,3,1304.81,1296.65,894,19,62.13380952380952,2011-02-14 09:24:00,2011-07-28 17:09:00,164,0.5454545454545454,298.0,434.93666666666667,0.010632344711807499,2,3,4,9,Medium Value
12508,26,2,397.88,397.59189999999995,271,57,5.851176470588236,2011-11-10 16:27:00,2011-11-13 15:37:00,2,20.0,135.5,198.94,0.0318970341354225,4,2,2,8,Medium Value
12509,284,1,176.5,176.5,55,7,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,0,30.0,55.0,176.5,0.00391717963066592,1,1,1,3,Low Value
12510,143,2,982.5699999999999,957.3796,353,29,29.774848484848484,2011-01-18 14:04:00,2011-07-20 10:15:00,182,0.3278688524590164,176.5,491.28499999999997,0.016228315612758813,2,2,4,8,Medium Value
12512,66,2,132.18,132.018,96,31,4.263870967741935,2011-10-04 14:53:00,2011-10-04 14:55:00,0,60.0,48.0,66.09,0.017347509792949075,3,2,1,6,Low Value
12513,113,1,612.29,606.9350000000001,462,35,17.494,2011-08-19 10:51:00,2011-08-19 10:51:00,0,30.0,462.0,612.29,0.019585898153329603,2,1,3,6,Low Value
12514,267,1,1017.6800000000001,1008.6800000000001,440,51,19.95450980392157,2011-03-17 16:38:00,2011-03-17 16:38:00,0,30.0,440.0,1017.6800000000001,0.028539451594851706,1,1,4,6,Low Value
12515,353,1,383.7,371.775,131,16,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,0,30.0,131.0,383.7,0.008953553441522105,1,1,2,4,Low Value
12516,78,2,1312.06,1312.06,875,20,50.46384615384615,2011-06-12 11:37:00,2011-09-23 09:13:00,102,0.5825242718446603,437.5,656.03,0.01119194180190263,2,2,4,8,Medium Value
12517,28,5,2481.6,2408.196,1361,232,8.894623655913978,2011-06-02 15:13:00,2011-11-11 14:04:00,161,0.9259259259259258,272.2,496.32,0.1298265249020705,4,4,5,13,Top Value
12518,1,5,2056.89,2056.4759999999997,1318,84,16.58782258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,109,1.3636363636363638,263.6,411.378,0.047006155567991044,5,4,5,14,Top Value
12519,64,1,330.84000000000003,327.64,175,17,19.46117647058824,2011-10-07 09:26:00,2011-10-07 09:26:00,0,30.0,175.0,330.84000000000003,0.009513150531617236,3,1,2,6,Low Value
12520,79,5,2634.26,2609.834,1439,121,17.330657894736845,2011-03-11 11:35:00,2011-09-21 15:23:00,194,0.7692307692307693,287.8,526.8520000000001,0.06771124790151091,2,4,5,11,High Value
